date,datatype,value,4,5,6,7,station_id
20200104,WT01,1,,,W,,USW00094740
20200104,WT01,1,,,W,,USW00094789
20200104,WT02,1,,,W,,USW00094789
20200104,WT01,1,,,W,,USW00094790
20200104,WT02,1,,,W,,USW00094790
20200105,WT06,1,,,7,,USC00300055
20200105,WT01,1,,,7,,USC00300321
20200105,WT01,1,,,7,,USC00301309
20200105,WT01,1,,,7,,USC00305233
20200105,WT01,1,,,7,,USC00305280
20200105,WT01,1,,,7,,USC00306867
20200105,WT01,1,,,7,,USC00307329
20200105,WT01,1,,,W,,USW00004725
20200105,WT02,1,,,W,,USW00004725
20200105,WT08,1,,,W,,USW00004725
20200105,WT01,1,,,W,,USW00014733
20200105,WT08,1,,,W,,USW00014733
20200105,WT01,1,,,W,,USW00014735
20200105,WT01,1,,,W,,USW00014768
20200105,WT01,1,,,W,,USW00014771
20200105,WT01,1,,,W,,USW00064776
20200105,WT01,1,,,W,,USW00094725
20200105,WT01,1,,,W,,USW00094740
20200105,WT08,1,,,W,,USW00094740
20200106,WT04,1,,,7,,USC00304808
20200106,WT04,1,,,7,,USC00306314
20200106,WT01,1,,,7,,USC00306867
20200106,WT01,1,,,7,,USC00307750
20200106,WT01,1,,,7,,USC00308910
20200106,WT06,1,,,7,,USC00308962
20200106,WT01,1,,,W,,USW00004725
20200106,WT01,1,,,W,,USW00014732
20200106,WT01,1,,,W,,USW00014733
20200106,WT01,1,,,W,,USW00014735
20200106,WT01,1,,,W,,USW00014750
20200106,WT01,1,,,W,,USW00014757
20200106,WT01,1,,,W,,USW00014768
20200106,WT01,1,,,W,,USW00014771
20200106,WT01,1,,,W,,USW00064776
20200106,WT01,1,,,W,,USW00094725
20200106,WT08,1,,,W,,USW00094725
20200106,WT01,1,,,W,,USW00094728
20200106,WT01,1,,,W,,USW00094740
20200106,WT02,1,,,W,,USW00094740
20200106,WT08,1,,,W,,USW00094740
20200106,WT01,1,,,W,,USW00094789
20200106,WT01,1,,,W,,USW00094790
20200106,WT08,1,,,W,,USW00094790
20200107,WT04,1,,,7,,USC00304996
20200107,WT01,1,,,7,,USC00306867
20200107,WT04,1,,,7,,USC00306867
20200107,WT05,1,,,7,,USC00306867
20200107,WT01,1,,,W,,USW00004725
20200107,WT01,1,,,W,,USW00004781
20200107,WT01,1,,,W,,USW00014733
20200107,WT01,1,,,W,,USW00014750
20200107,WT01,1,,,W,,USW00014771
20200107,WT01,1,,,W,,USW00064776
20200107,WT01,1,,,W,,USW00094740
20200107,WT08,1,,,W,,USW00094740
20200108,WT03,1,,,7,,USC00304912
20200108,WT11,1,,,7,,USC00305673
20200108,WT04,1,,,7,,USC00306314
20200108,WT01,1,,,7,,USC00306746
20200108,WT03,1,,,7,,USC00306867
20200108,WT04,1,,,7,,USC00306867
20200108,WT05,1,,,7,,USC00306867
20200108,WT03,1,,,7,,USC00306988
20200108,WT01,1,,,7,,USC00307750
20200108,WT03,1,,,7,,USC00307750
20200108,WT09,1,,,W,,USW00004725
20200108,WT01,1,,,W,,USW00004781
20200108,WT01,1,,,W,,USW00014733
20200108,WT09,1,,,W,,USW00014733
20200108,WT01,1,,,W,,USW00014768
20200108,WT02,1,,,W,,USW00014768
20200108,WT08,1,,,W,,USW00014768
20200108,WT09,1,,,W,,USW00014768
20200108,WT09,1,,,W,,USW00014771
20200108,WT01,1,,,W,,USW00064776
20200108,WT08,1,,,W,,USW00064776
20200108,WT01,1,,,W,,USW00094725
20200108,WT08,1,,,W,,USW00094728
20200108,WT01,1,,,W,,USW00094740
20200108,WT02,1,,,W,,USW00094740
20200108,WT08,1,,,W,,USW00094740
20200108,WT01,1,,,W,,USW00094790
20200108,WT02,1,,,W,,USW00094790
20200108,WT08,1,,,W,,USW00094790
20200109,WT01,1,,,7,,USC00306867
20200109,WT04,1,,,7,,USC00306867
20200109,WT01,1,,,W,,USW00004725
20200109,WT08,1,,,W,,USW00004725
20200109,WT01,1,,,W,,USW00014768
20200109,WT08,1,,,W,,USW00014768
20200109,WT01,1,,,W,,USW00094740
20200109,WT08,1,,,W,,USW00094740
20200110,WT04,1,,,7,,USC00301388
20200110,WT06,1,,,7,,USC00303322
20200110,WT06,1,,,7,,USC00303851
20200110,WT06,1,,,7,,USC00303983
20200110,WT06,1,,,7,,USC00304996
20200110,WT04,1,,,7,,USC00305280
20200110,WT06,1,,,7,,USC00305280
20200110,WT06,1,,,7,,USC00305512
20200110,WT01,1,,,7,,USC00306525
20200110,WT01,1,,,7,,USC00308132
20200110,WT01,1,,,7,,USC00308910
20200110,WT06,1,,,7,,USC00309425
20200110,WT01,1,,,W,,USW00014733
20200110,WT06,1,,,W,,USW00014750
20200110,WT08,1,,,W,,USW00014757
20200110,WT01,1,,,W,,USW00014768
20200110,WT01,1,,,W,,USW00014771
20200110,WT01,1,,,W,,USW00094725
20200110,WT01,1,,,W,,USW00094740
20200110,WT08,1,,,W,,USW00094740
20200110,WT01,1,,,W,,USW00094790
20200111,WT01,1,,,7,,USC00300055
20200111,WT01,1,,,7,,USC00303322
20200111,WT11,1,,,7,,USC00303851
20200111,WT01,1,,,7,,USC00304844
20200111,WT01,1,,,7,,USC00305280
20200111,WT06,1,,,7,,USC00305280
20200111,WT01,1,,,7,,USC00306867
20200111,WT01,1,,,7,,USC00307329
20200111,WT01,1,,,7,,USC00307750
20200111,WT01,1,,,7,,USC00308962
20200111,WT01,1,,,7,,USC00309049
20200111,WT01,1,,,W,,USW00004781
20200111,WT01,1,,,W,,USW00014733
20200111,WT01,1,,,W,,USW00014750
20200111,WT01,1,,,W,,USW00014768
20200111,WT01,1,,,W,,USW00014771
20200111,WT01,1,,,W,,USW00064776
20200111,WT01,1,,,W,,USW00094725
20200111,WT01,1,,,W,,USW00094740
20200111,WT01,1,,,W,,USW00094789
20200111,WT01,1,,,W,,USW00094790
20200112,WT01,1,,,7,,USC00300055
20200112,WT11,1,,,7,,USC00300055
20200112,WT11,1,,,7,,USC00300085
20200112,WT11,1,,,7,,USC00300317
20200112,WT11,1,,,7,,USC00300443
20200112,WT01,1,,,7,,USC00300937
20200112,WT11,1,,,7,,USC00300937
20200112,WT01,1,,,7,,USC00301309
20200112,WT01,1,,,7,,USC00303322
20200112,WT06,1,,,7,,USC00303346
20200112,WT11,1,,,7,,USC00304207
20200112,WT01,1,,,7,,USC00304564
20200112,WT11,1,,,7,,USC00304564
20200112,WT01,1,,,7,,USC00304684
20200112,WT11,1,,,7,,USC00304684
20200112,WT01,1,,,7,,USC00304844
20200112,WT11,1,,,7,,USC00304844
20200112,WT01,1,,,7,,USC00304996
20200112,WT04,1,,,7,,USC00304996
20200112,WT06,1,,,7,,USC00304996
20200112,WT11,1,,,7,,USC00305233
20200112,WT11,1,,,7,,USC00305236
20200112,WT01,1,,,7,,USC00305280
20200112,WT11,1,,,7,,USC00306047
20200112,WT11,1,,,7,,USC00306196
20200112,WT11,1,,,7,,USC00306465
20200112,WT11,1,,,7,,USC00306525
20200112,WT11,1,,,7,,USC00306746
20200112,WT11,1,,,7,,USC00306747
20200112,WT01,1,,,7,,USC00306867
20200112,WT11,1,,,7,,USC00307329
20200112,WT01,1,,,7,,USC00307425
20200112,WT11,1,,,7,,USC00307750
20200112,WT11,1,,,7,,USC00308132
20200112,WT01,1,,,7,,USC00308910
20200112,WT11,1,,,7,,USC00308910
20200112,WT11,1,,,7,,USC00308962
20200112,WT01,1,,,7,,USC00309049
20200112,WT01,1,,,W,,USW00004724
20200112,WT01,1,,,W,,USW00004725
20200112,WT01,1,,,W,,USW00004781
20200112,WT02,1,,,W,,USW00004781
20200112,WT01,1,,,W,,USW00004789
20200112,WT01,1,,,W,,USW00014732
20200112,WT08,1,,,W,,USW00014732
20200112,WT01,1,,,W,,USW00014733
20200112,WT03,1,,,W,,USW00014733
20200112,WT01,1,,,W,,USW00014735
20200112,WT01,1,,,W,,USW00014747
20200112,WT01,1,,,W,,USW00014750
20200112,WT02,1,,,W,,USW00014750
20200112,WT01,1,,,W,,USW00014757
20200112,WT01,1,,,W,,USW00014768
20200112,WT01,1,,,W,,USW00014771
20200112,WT04,1,,,W,,USW00014771
20200112,WT01,1,,,W,,USW00054757
20200112,WT01,1,,,W,,USW00054773
20200112,WT01,1,,,W,,USW00054778
20200112,WT01,1,,,W,,USW00054787
20200112,WT01,1,,,W,,USW00054790
20200112,WT01,1,,,W,,USW00064775
20200112,WT01,1,,,W,,USW00064776
20200112,WT06,1,,,W,,USW00064776
20200112,WT01,1,,,W,,USW00094704
20200112,WT01,1,,,W,,USW00094725
20200112,WT06,1,,,W,,USW00094725
20200112,WT01,1,,,W,,USW00094728
20200112,WT01,1,,,W,,USW00094740
20200112,WT06,1,,,W,,USW00094740
20200112,WT01,1,,,W,,USW00094745
20200112,WT01,1,,,W,,USW00094789
20200112,WT01,1,,,W,,USW00094790
20200113,WT11,1,,,7,,USC00300317
20200113,WT06,1,,,7,,USC00304844
20200113,WT01,1,,,7,,USC00304996
20200113,WT04,1,,,7,,USC00304996
20200113,WT06,1,,,7,,USC00304996
20200113,WT01,1,,,7,,USC00305426
20200113,WT06,1,,,7,,USC00306480
20200113,WT01,1,,,7,,USC00306867
20200113,WT11,1,,,7,,USC00308910
20200113,WT01,1,,,7,,USC00309049
20200113,WT11,1,,,7,,USC00309593
20200113,WT01,1,,,W,,USW00004781
20200113,WT01,1,,,W,,USW00014732
20200113,WT08,1,,,W,,USW00014732
20200113,WT01,1,,,W,,USW00014733
20200113,WT06,1,,,W,,USW00014733
20200113,WT08,1,,,W,,USW00014733
20200113,WT01,1,,,W,,USW00014757
20200113,WT08,1,,,W,,USW00014757
20200113,WT01,1,,,W,,USW00064776
20200113,WT01,1,,,W,,USW00094725
20200113,WT08,1,,,W,,USW00094728
20200113,WT01,1,,,W,,USW00094740
20200113,WT01,1,,,W,,USW00094789
20200113,WT01,1,,,W,,USW00094790
20200114,WT01,1,,,7,,USC00300023
20200114,WT01,1,,,7,,USC00300785
20200114,WT01,1,,,7,,USC00301211
20200114,WT01,1,,,7,,USC00301309
20200114,WT01,1,,,7,,USC00303322
20200114,WT01,1,,,7,,USC00305426
20200114,WT01,1,,,7,,USC00305512
20200114,WT01,1,,,7,,USC00306047
20200114,WT01,1,,,7,,USC00309049
20200114,WT01,1,,,W,,USW00004725
20200114,WT01,1,,,W,,USW00004781
20200114,WT02,1,,,W,,USW00004781
20200114,WT01,1,,,W,,USW00014732
20200114,WT08,1,,,W,,USW00014732
20200114,WT04,1,,,W,,USW00014735
20200114,WT01,1,,,W,,USW00014757
20200114,WT02,1,,,W,,USW00014757
20200114,WT01,1,,,W,,USW00014768
20200114,WT01,1,,,W,,USW00014771
20200114,WT01,1,,,W,,USW00064776
20200114,WT01,1,,,W,,USW00094725
20200114,WT06,1,,,W,,USW00094725
20200114,WT01,1,,,W,,USW00094728
20200114,WT01,1,,,W,,USW00094740
20200114,WT01,1,,,W,,USW00094789
20200114,WT01,1,,,W,,USW00094790
20200114,WT06,1,,,W,,USW00094790
20200114,WT08,1,,,W,,USW00094790
20200115,WT01,1,,,7,,USC00301211
20200115,WT01,1,,,7,,USC00301309
20200115,WT04,1,,,7,,USC00304996
20200115,WT06,1,,,7,,USC00304996
20200115,WT01,1,,,W,,USW00004725
20200115,WT06,1,,,W,,USW00004725
20200115,WT01,1,,,W,,USW00004781
20200115,WT01,1,,,W,,USW00014732
20200115,WT08,1,,,W,,USW00014732
20200115,WT01,1,,,W,,USW00014757
20200115,WT02,1,,,W,,USW00014757
20200115,WT01,1,,,W,,USW00064776
20200115,WT01,1,,,W,,USW00094725
20200115,WT01,1,,,W,,USW00094728
20200115,WT08,1,,,W,,USW00094728
20200115,WT01,1,,,W,,USW00094740
20200115,WT01,1,,,W,,USW00094789
20200115,WT01,1,,,W,,USW00094790
20200115,WT08,1,,,W,,USW00094790
20200116,WT01,1,,,7,,USC00300321
20200116,WT01,1,,,7,,USC00301068
20200116,WT01,1,,,7,,USC00301309
20200116,WT04,1,,,7,,USC00304808
20200116,WT04,1,,,7,,USC00306746
20200116,WT01,1,,,W,,USW00004725
20200116,WT06,1,,,W,,USW00004725
20200116,WT08,1,,,W,,USW00004725
20200116,WT01,1,,,W,,USW00004781
20200116,WT01,1,,,W,,USW00014732
20200116,WT08,1,,,W,,USW00014732
20200116,WT01,1,,,W,,USW00014733
20200116,WT05,1,,,W,,USW00014733
20200116,WT08,1,,,W,,USW00014733
20200116,WT01,1,,,W,,USW00014735
20200116,WT04,1,,,W,,USW00014735
20200116,WT01,1,,,W,,USW00014750
20200116,WT01,1,,,W,,USW00014757
20200116,WT08,1,,,W,,USW00014757
20200116,WT01,1,,,W,,USW00014768
20200116,WT08,1,,,W,,USW00014768
20200116,WT01,1,,,W,,USW00014771
20200116,WT08,1,,,W,,USW00014771
20200116,WT01,1,,,W,,USW00064776
20200116,WT01,1,,,W,,USW00094725
20200116,WT08,1,,,W,,USW00094725
20200116,WT01,1,,,W,,USW00094728
20200116,WT08,1,,,W,,USW00094728
20200116,WT01,1,,,W,,USW00094740
20200116,WT02,1,,,W,,USW00094740
20200116,WT01,1,,,W,,USW00094789
20200116,WT01,1,,,W,,USW00094790
20200116,WT08,1,,,W,,USW00094790
20200117,WT04,1,,,7,,USC00304808
20200117,WT01,1,,,7,,USC00306867
20200117,WT06,1,,,7,,USC00309072
20200117,WT01,1,,,W,,USW00004725
20200117,WT08,1,,,W,,USW00004725
20200117,WT09,1,,,W,,USW00004725
20200117,WT09,1,,,W,,USW00014771
20200117,WT08,1,,,W,,USW00094740
20200118,WT04,1,,,7,,USC00300937
20200118,WT06,1,,,7,,USC00305673
20200118,WT04,1,,,7,,USC00306314
20200118,WT04,1,,,7,,USC00306525
20200118,WT11,1,,,7,,USC00306525
20200118,WT04,1,,,7,,USC00306747
20200118,WT06,1,,,7,,USC00306747
20200118,WT04,1,,,7,,USC00309049
20200118,WT06,1,,,7,,USC00309049
20200118,WT01,1,,,W,,USW00004724
20200118,WT01,1,,,W,,USW00004725
20200118,WT02,1,,,W,,USW00004725
20200118,WT08,1,,,W,,USW00004725
20200118,WT01,1,,,W,,USW00004781
20200118,WT02,1,,,W,,USW00004781
20200118,WT04,1,,,W,,USW00004781
20200118,WT01,1,,,W,,USW00004789
20200118,WT01,1,,,W,,USW00014732
20200118,WT02,1,,,W,,USW00014732
20200118,WT04,1,,,W,,USW00014732
20200118,WT08,1,,,W,,USW00014732
20200118,WT01,1,,,W,,USW00014733
20200118,WT06,1,,,W,,USW00014733
20200118,WT05,1,,,W,,USW00014735
20200118,WT09,1,,,W,,USW00014735
20200118,WT01,1,,,W,,USW00014747
20200118,WT01,1,,,W,,USW00014748
20200118,WT08,1,,,W,,USW00014748
20200118,WT01,1,,,W,,USW00014750
20200118,WT02,1,,,W,,USW00014750
20200118,WT08,1,,,W,,USW00014750
20200118,WT01,1,,,W,,USW00014757
20200118,WT08,1,,,W,,USW00014757
20200118,WT01,1,,,W,,USW00014768
20200118,WT02,1,,,W,,USW00014768
20200118,WT04,1,,,W,,USW00014768
20200118,WT09,1,,,W,,USW00014768
20200118,WT01,1,,,W,,USW00014771
20200118,WT02,1,,,W,,USW00014771
20200118,WT01,1,,,W,,USW00054757
20200118,WT08,1,,,W,,USW00054757
20200118,WT01,1,,,W,,USW00054773
20200118,WT01,1,,,W,,USW00054778
20200118,WT01,1,,,W,,USW00054787
20200118,WT08,1,,,W,,USW00054787
20200118,WT01,1,,,W,,USW00054790
20200118,WT08,1,,,W,,USW00054790
20200118,WT01,1,,,W,,USW00064775
20200118,WT01,1,,,W,,USW00064776
20200118,WT08,1,,,W,,USW00064776
20200118,WT01,1,,,W,,USW00094704
20200118,WT01,1,,,W,,USW00094725
20200118,WT01,1,,,W,,USW00094728
20200118,WT02,1,,,W,,USW00094728
20200118,WT08,1,,,W,,USW00094728
20200118,WT01,1,,,W,,USW00094740
20200118,WT08,1,,,W,,USW00094740
20200118,WT01,1,,,W,,USW00094745
20200118,WT04,1,,,W,,USW00094745
20200118,WT01,1,,,W,,USW00094789
20200118,WT02,1,,,W,,USW00094789
20200118,WT04,1,,,W,,USW00094789
20200118,WT01,1,,,W,,USW00094790
20200118,WT02,1,,,W,,USW00094790
20200118,WT08,1,,,W,,USW00094790
20200119,WT01,1,,,7,,USC00300443
20200119,WT01,1,,,7,,USC00301309
20200119,WT04,1,,,7,,USC00301309
20200119,WT04,1,,,7,,USC00302197
20200119,WT06,1,,,7,,USC00302197
20200119,WT04,1,,,7,,USC00304564
20200119,WT06,1,,,7,,USC00304564
20200119,WT04,1,,,7,,USC00304808
20200119,WT11,1,,,7,,USC00304844
20200119,WT04,1,,,7,,USC00305236
20200119,WT06,1,,,7,,USC00305236
20200119,WT01,1,,,7,,USC00306867
20200119,WT01,1,,,7,,USC00307750
20200119,WT06,1,,,7,,USC00307750
20200119,WT04,1,,,7,,USC00308910
20200119,WT06,1,,,7,,USC00308910
20200119,WT01,1,,,W,,USW00004725
20200119,WT02,1,,,W,,USW00004725
20200119,WT08,1,,,W,,USW00004725
20200119,WT01,1,,,W,,USW00004781
20200119,WT01,1,,,W,,USW00014733
20200119,WT09,1,,,W,,USW00014733
20200119,WT01,1,,,W,,USW00014750
20200119,WT01,1,,,W,,USW00014757
20200119,WT01,1,,,W,,USW00014768
20200119,WT09,1,,,W,,USW00014768
20200119,WT01,1,,,W,,USW00014771
20200119,WT09,1,,,W,,USW00014771
20200119,WT01,1,,,W,,USW00064776
20200119,WT01,1,,,W,,USW00094725
20200119,WT08,1,,,W,,USW00094725
20200119,WT01,1,,,W,,USW00094728
20200119,WT01,1,,,W,,USW00094740
20200119,WT08,1,,,W,,USW00094740
20200119,WT01,1,,,W,,USW00094790
20200119,WT08,1,,,W,,USW00094790
20200120,WT01,1,,,7,,USC00306867
20200120,WT01,1,,,7,,USC00307750
20200120,WT01,1,,,W,,USW00004725
20200120,WT08,1,,,W,,USW00004725
20200120,WT09,1,,,W,,USW00004725
20200120,WT01,1,,,W,,USW00014733
20200120,WT01,1,,,W,,USW00014768
20200120,WT08,1,,,W,,USW00014768
20200120,WT08,1,,,W,,USW00014771
20200120,WT01,1,,,W,,USW00094740
20200120,WT08,1,,,W,,USW00094740
20200121,WT01,1,,,W,,USW00004724
20200121,WT08,1,,,W,,USW00004724
20200121,WT01,1,,,W,,USW00004725
20200121,WT08,1,,,W,,USW00004725
20200121,WT01,1,,,W,,USW00054757
20200121,WT08,1,,,W,,USW00054773
20200121,WT01,1,,,W,,USW00064775
20200121,WT01,1,,,W,,USW00094704
20200121,WT01,1,,,W,,USW00094725
20200121,WT08,1,,,W,,USW00094725
20200121,WT08,1,,,W,,USW00094790
20200122,WT01,1,,,W,,USW00014750
20200122,WT08,1,,,W,,USW00014750
20200123,WT01,1,,,W,,USW00004781
20200123,WT01,1,,,W,,USW00014750
20200123,WT08,1,,,W,,USW00014750
20200124,WT01,1,,,W,,USW00004781
20200124,WT08,1,,,W,,USW00014732
20200124,WT08,1,,,W,,USW00014757
20200124,WT01,1,,,W,,USW00064776
20200124,WT01,1,,,W,,USW00094740
20200124,WT01,1,,,W,,USW00094789
20200125,WT04,1,,,7,,USC00300023
20200125,WT06,1,,,7,,USC00300023
20200125,WT06,1,,,7,,USC00300183
20200125,WT06,1,,,7,,USC00303851
20200125,WT04,1,,,7,,USC00305233
20200125,WT01,1,,,7,,USC00305426
20200125,WT01,1,,,7,,USC00305512
20200125,WT04,1,,,7,,USC00305512
20200125,WT06,1,,,7,,USC00305512
20200125,WT01,1,,,7,,USC00306314
20200125,WT04,1,,,7,,USC00306314
20200125,WT04,1,,,7,,USC00307329
20200125,WT04,1,,,7,,USC00308962
20200125,WT06,1,,,7,,USC00308962
20200125,WT01,1,,,7,,USC00309049
20200125,WT01,1,,,W,,USW00004725
20200125,WT02,1,,,W,,USW00004725
20200125,WT01,1,,,W,,USW00004781
20200125,WT01,1,,,W,,USW00014732
20200125,WT01,1,,,W,,USW00014735
20200125,WT01,1,,,W,,USW00014750
20200125,WT01,1,,,W,,USW00014757
20200125,WT08,1,,,W,,USW00014757
20200125,WT01,1,,,W,,USW00014768
20200125,WT01,1,,,W,,USW00014771
20200125,WT04,1,,,W,,USW00014771
20200125,WT01,1,,,W,,USW00064776
20200125,WT01,1,,,W,,USW00094725
20200125,WT01,1,,,W,,USW00094728
20200125,WT01,1,,,W,,USW00094740
20200125,WT01,1,,,W,,USW00094789
20200125,WT01,1,,,W,,USW00094790
20200126,WT01,1,,,7,,USC00300321
20200126,WT04,1,,,7,,USC00300321
20200126,WT01,1,,,7,,USC00300443
20200126,WT01,1,,,7,,USC00301309
20200126,WT04,1,,,7,,USC00303346
20200126,WT06,1,,,7,,USC00303346
20200126,WT01,1,,,7,,USC00304564
20200126,WT04,1,,,7,,USC00304912
20200126,WT06,1,,,7,,USC00304912
20200126,WT04,1,,,7,,USC00304996
20200126,WT01,1,,,7,,USC00305233
20200126,WT04,1,,,7,,USC00305233
20200126,WT06,1,,,7,,USC00305233
20200126,WT01,1,,,7,,USC00305280
20200126,WT04,1,,,7,,USC00305280
20200126,WT01,1,,,7,,USC00306867
20200126,WT04,1,,,7,,USC00306867
20200126,WT01,1,,,7,,USC00307750
20200126,WT01,1,,,7,,USC00309049
20200126,WT01,1,,,W,,USW00004725
20200126,WT02,1,,,W,,USW00004725
20200126,WT01,1,,,W,,USW00004781
20200126,WT01,1,,,W,,USW00014733
20200126,WT01,1,,,W,,USW00014735
20200126,WT08,1,,,W,,USW00014735
20200126,WT01,1,,,W,,USW00014750
20200126,WT02,1,,,W,,USW00014750
20200126,WT01,1,,,W,,USW00014757
20200126,WT01,1,,,W,,USW00014768
20200126,WT01,1,,,W,,USW00064776
20200126,WT01,1,,,W,,USW00094725
20200126,WT01,1,,,W,,USW00094740
20200126,WT02,1,,,W,,USW00094740
20200126,WT01,1,,,W,,USW00094790
20200127,WT01,1,,,7,,USC00305233
20200127,WT06,1,,,7,,USC00305233
20200127,WT04,1,,,7,,USC00306314
20200127,WT06,1,,,7,,USC00306525
20200127,WT01,1,,,7,,USC00306867
20200127,WT01,1,,,7,,USC00307750
20200127,WT06,1,,,7,,USC00308962
20200127,WT01,1,,,W,,USW00004725
20200127,WT01,1,,,W,,USW00014733
20200127,WT01,1,,,W,,USW00014768
20200127,WT06,1,,,W,,USW00014768
20200127,WT08,1,,,W,,USW00014768
20200127,WT01,1,,,W,,USW00014771
20200127,WT01,1,,,W,,USW00064776
20200127,WT01,1,,,W,,USW00094725
20200127,WT06,1,,,W,,USW00094725
20200127,WT01,1,,,W,,USW00094740
20200127,WT08,1,,,W,,USW00094740
20200127,WT01,1,,,W,,USW00094790
20200128,WT06,1,,,7,,USC00300055
20200128,WT06,1,,,7,,USC00300085
20200128,WT06,1,,,7,,USC00300183
20200128,WT06,1,,,7,,USC00301152
20200128,WT06,1,,,7,,USC00301625
20200128,WT06,1,,,7,,USC00303983
20200128,WT06,1,,,7,,USC00304207
20200128,WT06,1,,,7,,USC00304808
20200128,WT06,1,,,7,,USC00304844
20200128,WT06,1,,,7,,USC00304996
20200128,WT06,1,,,7,,USC00305233
20200128,WT06,1,,,7,,USC00305512
20200128,WT06,1,,,7,,USC00305673
20200128,WT04,1,,,7,,USC00306747
20200128,WT06,1,,,7,,USC00306747
20200128,WT01,1,,,7,,USC00306867
20200128,WT06,1,,,7,,USC00307329
20200128,WT06,1,,,7,,USC00307425
20200128,WT06,1,,,7,,USC00308132
20200128,WT06,1,,,7,,USC00308910
20200128,WT06,1,,,7,,USC00309049
20200128,WT01,1,,,W,,USW00004725
20200128,WT08,1,,,W,,USW00004725
20200128,WT01,1,,,W,,USW00014768
20200128,WT06,1,,,W,,USW00014768
20200128,WT01,1,,,W,,USW00014771
20200128,WT06,1,,,W,,USW00014771
20200128,WT01,1,,,W,,USW00064776
20200128,WT01,1,,,W,,USW00094725
20200128,WT08,1,,,W,,USW00094725
20200128,WT01,1,,,W,,USW00094740
20200128,WT01,1,,,W,,USW00094790
20200129,WT01,1,,,7,,USC00300321
20200129,WT06,1,,,7,,USC00300321
20200129,WT04,1,,,7,,USC00304808
20200129,WT06,1,,,7,,USC00304808
20200129,WT06,1,,,7,,USC00304996
20200129,WT06,1,,,7,,USC00305236
20200129,WT04,1,,,7,,USC00306480
20200129,WT04,1,,,7,,USC00308961
